report_number,occur_date,location,ucr_literal,neighborhood,latitude,longitude
150623138,2015-03-03,1193 COLLIER RD,LARCENY-FROM VEHICLE,Ellsworth Park,33.81172,-84.42449999999998
150632402,2015-03-03,4104 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81367,-84.38974
150633611,2015-03-04,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
150643439,2015-03-05,2606 PEACHTREE PARK DR NE,ROBBERY-PEDESTRIAN,Brookwood Hills,33.8136,-84.38959
150642240,2015-03-05,2440 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.68805,-84.51151999999998
150641587,2015-03-04,2515 FAIRBURN RD SW,BURGLARY-NONRES,None,33.68603,-84.51258
150651052,2015-03-06,784 MOORES MILL RD NW,LARCENY-FROM VEHICLE,None,33.840990000000005,-84.41357999999998
150661715,2015-03-05,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
150660564,2015-03-07,3020 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75527,-84.48577
150671757,2015-03-08,3280 NORTHSIDE PKWY NW,BURGLARY-RESIDENCE,None,33.844809999999995,-84.42601999999998
150682559,2015-03-09,1977 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.75065,-84.44767
150680202,2015-03-09,2171 PEACHTREE RD NE,AGG ASSAULT,Brookwood Hills,33.81347,-84.39228
150682223,2015-03-09,1973 NISKEY LAKE RD SW,LARCENY-NON VEHICLE,None,33.70048,-84.52901
150682255,2015-03-09,3201 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75428,-84.49165
150682373,2015-03-09,4467 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.69619,-84.5335
150691249,2015-03-09,4485 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.69635,-84.53496
150690970,2015-03-10,3301 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.6721,-84.50121999999998
150692447,2015-03-10,2043 MARTIN L KING JR DR NW,AUTO THEFT,Battle Hill Haven,33.75004000000001,-84.45385
150700668,2015-03-11,2193 PEACHTREE RD NE,ROBBERY-PEDESTRIAN,Brookwood Hills,33.81411,-84.39144
150701589,2015-03-11,2025 PEACHTREE RD NE,ROBBERY-RESIDENCE,Brookwood Hills,33.80958,-84.39293999999998
150710451,2015-03-11,62 HARWELL RD NW,BURGLARY-RESIDENCE,None,33.7538,-84.49299999999998
150713693,2015-03-12,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
150721971,2015-03-13,1249 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,None,33.77197,-84.42859
150732127,2015-03-13,2440 BARGE RD SW,LARCENY-FROM VEHICLE,None,33.68845,-84.50578
150732230,2015-03-14,1746 HADLOCK ST SW,AUTO THEFT,None,33.70785,-84.44601999999998
150732239,2015-03-14,2980 DELMAR LN NW,AGG ASSAULT,Stratford,33.754740000000005,-84.4841
150741918,2015-03-15,1631 STANTON RD SW,AGG ASSAULT,None,33.71076,-84.44379999999998
150740892,2015-03-15,460 LYNN VALLEY RD SW,LARCENY-FROM VEHICLE,None,33.73741,-84.48336
150741222,2015-03-14,2829 PEYTON CROSSING DR SW,LARCENY-FROM VEHICLE,None,33.7369,-84.48008
150742208,2015-03-15,1680 RALPH DAVID ABERNATHY BLVD,LARCENY-FROM VEHICLE,Westview,33.74787,-84.44242
150740028,2015-03-14,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
150750953,2015-03-13,3381 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68403,-84.50216
150752041,2015-03-15,1680 HADLOCK ST SW,AUTO THEFT,None,33.70959000000001,-84.44554999999998
150750217,2015-03-16,1660 STANTON RD SW,AGG ASSAULT,None,33.70962,-84.44200999999998
150772973,2015-03-18,2405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
150780361,2015-03-19,1414 OGLETHORPE AVE,LARCENY-NON VEHICLE,Westview,33.73689,-84.43586999999998
150780200,2015-03-19,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68387,-84.50203999999998
150782035,2015-03-19,2140 PEACHTREE RD NW ,LARCENY-FROM VEHICLE,Brookwood Hills,33.81301,-84.3938
150783104,2015-03-19,1015 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81128,-84.42153999999998
150790164,2015-03-19,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
150801106,2015-03-20,3201 DOWNWOOD CIR NW,BURGLARY-NONRES,None,33.84158,-84.42564
150811582,2015-03-22,1970 MOORES MILL RD NW,LARCENY-NON VEHICLE,Ridgewood Heights,33.82163,-84.44969
150812410,2015-03-22,2025 PEACHTREE RD NE ,ROBBERY-PEDESTRIAN,Brookwood,33.80965,-84.39144
150821513,2015-03-16,67 PEACHTREE PARK DR NE,AUTO THEFT,Brookwood Hills,33.812020000000004,-84.39005999999998
150822105,2015-03-23,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
150821624,2015-03-20,105 COLLIER RD NW,BURGLARY-NONRES,Brookwood Hills,33.808209999999995,-84.39686
150831460,2015-03-24,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
150831187,2015-03-24,2973 MIDDLETON RD NW,BURGLARY-RESIDENCE,Stratford,33.75378,-84.48815
150831518,2015-03-24,40 PEACHTREE VALLEY RD NW,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
150832847,2015-03-24,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
150833257,2015-03-24,I-285 NB EXPY NW / MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,None,33.75352,-84.49535999999998
150832088,2015-01-17,2233 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.8153,-84.39131
150831802,2014-03-12,1830 CAMPBELLTON ROAD,AUTO THEFT,None,33.70994,-84.44833
150830425,2015-03-24,3006 DELMAR LN NW,AGG ASSAULT,Stratford,33.75524,-84.48542999999998
150841792,2015-03-25,3750 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,None,33.6903,-84.51113999999998
150841288,2015-03-25,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
150841650,2015-03-25,3086 MIDDLETON RD NW,AUTO THEFT,Stratford,33.7526,-84.48985999999998
150840628,2015-03-24,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
150851263,2015-03-25,2081 NISKEY LAKE RD SW,BURGLARY-RESIDENCE,None,33.69784,-84.52848
150851657,2015-03-18,2766 HARRINGTON PL SW,BURGLARY-RESIDENCE,None,33.73534,-84.47862999999998
150853260,2015-03-26,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
150850006,2015-03-25,3160 HOWELL MILL RD NW,AUTO THEFT,None,33.84055,-84.42855
150850936,2015-03-26,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
150863033,2015-03-27,11 ALLEN TEMPLE CT NW,AGG ASSAULT,None,33.75517,-84.49078
150861171,2015-03-25,3088 MIDDLETON RD NW,LARCENY-FROM VEHICLE,Stratford,33.75224,-84.49046
150862546,2015-03-27,3080 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75542,-84.48806999999998
150872947,2015-03-28,2001 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.75056,-84.45044
150881323,2015-03-29,3540 N CAMP CREEK PKWY SW,AGG ASSAULT,None,33.67051,-84.50298999999998
150881233,2015-03-28,3777 HEMPSTEAD WAY SW,BURGLARY-RESIDENCE,None,33.68036,-84.51081999999998
150893102,2015-03-30,3378 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68387,-84.50203999999998
150901659,2015-03-31,2980 DELMAR LN NW,AGG ASSAULT,Stratford,33.75517,-84.48480999999998
150901270,2015-03-28,54 PEACHTREE PARK DR NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81296,-84.39082999999998
150912008,2015-03-31,279 OTTLEY DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.811409999999995,-84.37818
150912071,2015-04-01,2125 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,None,33.813559999999995,-84.40760999999998
150912674,2015-03-27,2240 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.81559,-84.39129
150923097,2015-04-02,3150 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.7519,-84.49057999999998
150921393,2015-04-02,1722 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,None,33.71107,-84.44410999999998
150932486,2015-04-03,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
150931446,2014-04-03,3378 GREENBRIAR PKWY SW,AGG ASSAULT,None,33.682990000000004,-84.50128999999998
150940589,2015-04-04,2980 DELMAR LN NW,AGG ASSAULT,Stratford,33.75509,-84.48491
150941372,2015-04-03,1871 COUNTY LINE RD SW,BURGLARY-NONRES,None,33.70427,-84.53709
150951431,2015-04-05,3270 BOULDER PARK DR SW,LARCENY-FROM VEHICLE,None,33.75007,-84.49476
150951534,2015-04-05,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.80958,-84.39293999999998
150951282,2015-04-05,1581 FAIRBURN RD SW,AUTO THEFT,None,33.710359999999994,-84.50808999999998
150971077,2015-04-05,1581 FAIRBURN RD SW,AUTO THEFT,None,33.710359999999994,-84.50808999999998
150951751,2015-04-05,3020 DELMAR LN NW,ROBBERY-PEDESTRIAN,Stratford,33.75517,-84.48578999999998
150952570,2015-04-05,2980 DELMAR LN NW,AGG ASSAULT,Stratford,33.75509,-84.48491
150962256,2015-04-06,2931 MIDDLETON RD NW,AUTO THEFT,Stratford,33.75294,-84.48775
150962456,2015-04-06,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
150962079,2015-04-06,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
150970690,2015-04-06,3640 CAMPBELLTON RD,AUTO THEFT,None,33.68972,-84.50763
