report_number,occur_date,location,ucr_literal,neighborhood,latitude,longitude
120091972,2012-01-09,55 DELMOOR DR NW,BURGLARY-RESIDENCE,None,33.757290000000005,-84.48959
120091058,2012-01-06,3620 CAMPBELLTON RD SW,AUTO THEFT,None,33.68923,-84.50721999999998
120090925,2012-01-08,2020 PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120091741,2012-01-09,249  PETERS  ST,LARCENY-FROM VEHICLE,None,33.71107,-84.44410999999998
120101772,2012-01-10,3201 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75428,-84.49165
120101725,2012-01-10,99 ARMOUR DR NE,AUTO THEFT,Brookwood Hills,33.807320000000004,-84.38516
120102430,2012-01-10,3201 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75428,-84.49165
120102501,2012-01-10,2025 PEACHTREE RD NE,AUTO THEFT,Brookwood Hills,33.80958,-84.39293999999998
120100914,2012-01-10,1401 DONALD LEE HOLLOWELL PKWY,BURGLARY-NONRES,Grove Park,33.771409999999996,-84.43376999999998
120110489,2012-01-11,410 BROWNLEE RD SW,BURGLARY-RESIDENCE,None,33.74511,-84.49695
120110792,2012-01-10,2015 MARTIN L KING JR DR NW,BURGLARY-NONRES,Battle Hill Haven,33.75042,-84.45162999999998
120110415,2012-01-11,3164 CUSHMAN CIR SW,AUTO THEFT,None,33.748979999999996,-84.49168
120111676,2012-01-10,3155 HICKMAN DR NW,LARCENY-FROM VEHICLE,Stratford,33.75507,-84.49028
120112050,2012-01-11,1581 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.710359999999994,-84.50808999999998
120111645,2012-01-11,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
120120597,2012-01-12,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120122073,2012-01-12,3003 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,None,33.837109999999996,-84.41757
120122163,2012-01-12,2125 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,None,33.813559999999995,-84.40760999999998
120122547,2012-01-12,1185 COLLIER RD NW,AGG ASSAULT,Ellsworth Park,33.81136,-84.42529999999998
120121365,2012-01-12,3801 HEMPSTEAD WAY SW,BURGLARY-RESIDENCE,None,33.68099,-84.51191999999998
120122470,2012-01-12,2035 NISKEY LAKE RD,BURGLARY-RESIDENCE,None,33.69908,-84.52872999999998
120131624,2012-01-13,4004 MELVIN DR SW,BURGLARY-RESIDENCE,None,33.70786,-84.51896999999998
120132129,2012-01-13,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
120132281,2012-01-09,3393 PEACHTREE PARK DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.8138,-84.38956999999998
120131235,2012-01-13,3144 HICKMAN DR NW,LARCENY-NON VEHICLE,Stratford,33.75447,-84.48923
120131406,2012-01-13,330 BROWNLEE RD SW,LARCENY-NON VEHICLE,None,33.747479999999996,-84.49693999999998
120131168,2012-01-13,2025 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood,33.80965,-84.39144
120141426,2012-01-14,3201 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75428,-84.49165
120140623,2012-01-14,3164 CUSHMAN CIR SW,AUTO THEFT,None,33.748459999999994,-84.49110999999998
120142279,2012-01-12,1101 COLLIER RD NW,BURGLARY-RESIDENCE,Ellsworth Park,33.81058,-84.42344
120151819,2012-01-15,33 ALLEN TEMPLE CT NW,AGG ASSAULT,None,33.75415,-84.49079999999998
120150049,2012-01-14,990 MONROE DR NE,LARCENY-FROM VEHICLE,None,33.78184,-84.36875999999998
120161979,2012-01-16,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
120161858,2012-01-15,2453 CORONET WAY NW,LARCENY-NON VEHICLE,Ridgewood Heights,33.8209,-84.44957999999998
120161380,2012-01-15,1968 PEACHTREE RD NW ,AUTO THEFT,Brookwood Hills,33.81,-84.39583
120170599,2012-01-16,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
120170684,2011-12-18,900 LOIS ST NW,LARCENY-NON VEHICLE,None,33.781890000000004,-84.43597
120171342,2012-01-17,2410 BUTNER RD SW,LARCENY-NON VEHICLE,None,33.688990000000004,-84.52642
120170277,2012-01-17,1185 COLLIER RD NW;,LARCENY-FROM VEHICLE,Ellsworth Park,33.81136,-84.42529999999998
120171586,2012-01-17,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120182038,2012-01-18,604 LYNHURST DR SW,LARCENY-FROM VEHICLE,Stratford,33.73907,-84.48940999999998
120181334,2012-01-18,62 HARWELL RD NW,LARCENY-NON VEHICLE,None,33.7538,-84.49299999999998
120182182,2012-01-18,2125 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,None,33.813559999999995,-84.40760999999998
120182192,2012-01-18,2788 DEFOORS FERRY RD NW       ,BURGLARY-RESIDENCE,Westover Plantation,33.81978,-84.44660999999998
120181458,2012-01-17,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,Grove Park,33.771409999999996,-84.43376999999998
120192364,2012-01-19,DONALD LEE HOLLOWELL PKWY NW / GARY AVE NW,LARCENY-NON VEHICLE,None,33.77192,-84.4295
120200467,2012-01-20,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood,33.80965,-84.39144
120210738,2012-01-20,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120220212,2012-01-21,500 10TH ST ,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120221472,2012-01-22,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120221291,2012-01-21,330 BROWNLEE RD,BURGLARY-RESIDENCE,None,33.74777,-84.49638
120230771,2012-01-22,4225 CAMPBELLTON RD SW,BURGLARY-NONRES,None,33.69591,-84.52666999999998
120230424,2012-01-22,396 BROWNLEE RD SW,AUTO THEFT,None,33.746,-84.49750999999998
120231132,2012-01-23,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
120231537,2012-01-23,3378 GREENBRIAR PKWY SW,ROBBERY-PEDESTRIAN,None,33.68387,-84.50203999999998
120230008,2012-01-23,2833 PEYTON CROSSING DR SW,LARCENY-FROM VEHICLE,None,33.73695,-84.48045
120231387,2012-01-22,3730 CAMPBELLTON RD,LARCENY-FROM VEHICLE,None,33.6903,-84.51010999999998
120232120,2012-01-23,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120240517,2012-01-24,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
120240903,2011-12-24,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-RESIDENCE,Grove Park,33.771409999999996,-84.43376999999998
120251135,2012-01-22,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
120251725,2012-01-25,3006 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75524,-84.48542999999998
120250455,2012-01-24,70 ALLEN TEMPLE CT NW,AUTO THEFT,None,33.75308,-84.4906
120250488,2012-01-24,105 ALLEN TEMPLE CT NW,AUTO THEFT,None,33.75257,-84.49074
120251940,2012-01-25,2166 PEACHTREE RD NW,AUTO THEFT,Brookwood Hills,33.81349,-84.39275
120252322,2012-01-22,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
120251469,2012-01-25,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120261182,2012-01-26,1680 RALPH D ABERNATHY BLVD SW @WESTVIEW CEMETARY,LARCENY-FROM VEHICLE,Westview,33.74788,-84.44249999999998
120261358,2012-01-25,352 10TH ST NE,LARCENY-FROM VEHICLE,None,33.78187,-84.37711
120261438,2012-01-26,3280 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,None,33.84353,-84.42891999999998
120270686,2012-01-26,2991 MIDDLETON RD NW,AUTO THEFT,None,33.75312,-84.48852999999998
120270929,2012-01-20,3200 DOWNWOOD CIRCLE,LARCENY-NON VEHICLE,None,33.84151,-84.42604
120271829,2011-11-01,2283 CORONET WAY NW,LARCENY-NON VEHICLE,Westover Plantation,33.817859999999996,-84.44681
120272036,2012-01-27,4013 MELVIN DR SW,LARCENY-NON VEHICLE,None,33.70847,-84.51963
120271753,2012-01-27,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120280847,2012-01-27,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
120282089,2012-01-28,62 HARWELL RD NW,AGG ASSAULT,None,33.7538,-84.49299999999998
120300577,2012-01-27,3280 HOWELL MILL RD NW,LARCENY-NON VEHICLE,None,33.84352,-84.42834
120300654,2012-01-29,2987 MIDDLETON RD NW,AUTO THEFT,None,33.7531,-84.48843999999998
120310503,2012-01-30,2788 DEFOORS FERRY RD NW,AUTO THEFT,Westover Plantation,33.82114,-84.44713
120312050,2012-01-31,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
120310012,2012-01-30,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120310550,2012-01-30,100 BISCAYNE DR,LARCENY-FROM VEHICLE,None,33.81524,-84.39369999999998
120311614,2012-01-31,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120321010,2012-02-01,1940 MOORES MILL RD NW,LARCENY-NON VEHICLE,Ridgewood Heights,33.82192,-84.44943999999998
120321141,2012-02-01,125 BENNETT ST NW,LARCENY-NON VEHICLE,Brookwood Hills,33.8122,-84.39610999999998
120321413,2012-02-01,40 PEACHTREE VALLEY ROAD,LARCENY-NON VEHICLE,Brookwood Hills,33.81138,-84.38946999999997
120321706,2011-10-01,1325 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,None,33.7726,-84.43123
120321636,2012-02-01,3150 HOWELL MILL RD NW,ROBBERY-PEDESTRIAN,None,33.83951,-84.42834999999998
120320932,2012-01-31,3136 MARTIN L KING JR DR SW,AUTO THEFT,Stratford,33.75107,-84.48903
120321188,2012-02-01,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
120321337,2012-02-01,3764 HEMPSTEAD WAY SW,BURGLARY-RESIDENCE,None,33.680859999999996,-84.51035
120331204,2012-02-02,GREENBRIAR PKWY SW / BARGE RD SW,AGG ASSAULT,None,33.68287,-84.50636
120341193,2012-02-02,1870 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.70752,-84.44915
120352213,2012-02-04,3023 DELMAR LN,BURGLARY-RESIDENCE,Stratford,33.75527,-84.48577
120360205,2012-02-04,500 10 TH ST,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120361356,2012-02-04,1870 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.70939,-84.44964
120361867,2012-02-05,3201 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75428,-84.49165
120362039,2012-02-05,3055 LYNN DR SW,BURGLARY-RESIDENCE,None,33.73695,-84.48725
120361843,2012-02-05,4465 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,None,33.69704,-84.53461999999998
120362060,2012-02-05,1700 STANTON RD SW,AGG ASSAULT,None,33.70872,-84.44311
120371455,2012-02-06,2240 PEACHTREE RD NW,BURGLARY-RESIDENCE,Brookwood Hills,33.81559,-84.39129
120371422,2012-02-06,2621 BOLTON RD NW,LARCENY-FROM VEHICLE,None,33.820190000000004,-84.44948999999998
120371155,2012-02-03,3193 HOWELL MILL RD NW,LARCENY-NON VEHICLE,None,33.842220000000005,-84.42766999999998
120371510,2012-02-06,3144 REEVES CIR NW,LARCENY-NON VEHICLE,None,33.75431,-84.48968999999998
120381643,2012-02-07,500 10TH ST NW,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120381120,2012-02-03,4610 WILSON JAMES RD SW,BURGLARY-RESIDENCE,None,33.69747,-84.5389
120391965,2012-02-08,604 LYNHURST DR SW,LARCENY-FROM VEHICLE,Stratford,33.73907,-84.48940999999998
120401747,2012-02-09,2405 FAIRBURN RD SW @ BEN HILL PARK,LARCENY-NON VEHICLE,None,33.6889,-84.51290999999998
120402340,2012-02-09,1920 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.80701,-84.41279
120402407,2012-02-09,1019 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.810140000000004,-84.42082999999998
120401166,2012-02-08,419 ARMOUR DR NE,AUTO THEFT,Mayfair,33.8126,-84.37389
120401484,2012-01-31,I-285 NB EXPY NW / MARTIN L KING JR DR NW,AUTO THEFT,None,33.75352,-84.49535999999998
120402532,2012-02-09,3201 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75428,-84.49165
120412493,2012-02-09,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
120412494,2012-02-10,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
120410076,2012-02-10,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
120412032,2012-02-10,3200 DOWNWOOD CIR NW,LARCENY-NON VEHICLE,None,33.84151,-84.42604
120431458,2012-02-12,3092 DELMAR LN NW,AUTO THEFT,Stratford,33.75546,-84.48849
120431564,2012-01-26,3378 GREENBRIAR PKWY SW,LARCENY-NON VEHICLE,None,33.68387,-84.50203999999998
120440945,2012-01-05,2453 CORONET WAY NW,LARCENY-NON VEHICLE,Ridgewood Heights,33.8209,-84.44957999999998
120441376,2012-02-13,3086 MIDDLETON RD NW,LARCENY-FROM VEHICLE,Stratford,33.7523,-84.4902
120450362,2012-02-14,3133 HICKMAN DR NW,AUTO THEFT,Stratford,33.75489,-84.48948
120461930,2012-02-15,570 LYNHURST DR SW @APS WEST MANOR ES,LARCENY-FROM VEHICLE,Stratford,33.73969,-84.48974
120461600,2012-02-15,251 ARMOUR DR NE,AUTO THEFT,Brookwood Hills,33.81158,-84.37923
120470957,2012-02-16,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
120481044,2012-02-15,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120480759,2012-02-17,3540 N CAMP CREEK PKWY SW,AGG ASSAULT,None,33.67051,-84.50298999999998
120490505,2012-02-17,3047 LYNN DR SW,BURGLARY-RESIDENCE,None,33.736979999999996,-84.48699
120490880,2012-02-18,116 BENNETT ST NW,AUTO THEFT,Brookwood Hills,33.81156,-84.39597999999998
120490217,2012-02-17,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
120501757,2012-02-19,40 PEACHTREE VALLEY RD NE,AUTO THEFT,Brookwood Hills,33.810959999999994,-84.39145
120501329,2012-02-19,3040 MARTIN L KING JR DR NW,AGG ASSAULT,None,33.75267,-84.4936
120512279,2012-02-20,3020 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75527,-84.48577
120510677,2012-02-19,2935 BARGE RD SW,AUTO THEFT,None,33.68977,-84.50613
120511922,2012-02-15,1968 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.81,-84.39583
120520166,2012-02-21,3286 NORTHSIDE PKWY NW,LARCENY-FROM VEHICLE,None,33.845079999999996,-84.42641999999998
120520919,2012-02-19,3301 N CAMP CREEK PKWY SW,LARCENY-NON VEHICLE,None,33.6721,-84.50121999999998
120521622,2012-02-18,3193 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.7562,-84.49195999999998
120532348,2012-02-22,3020 DELMAR LN NW,BURGLARY-NONRES,Stratford,33.75509,-84.48610999999998
120530771,2012-02-21,1185 COLLIER RD NW,AUTO THEFT,Ellsworth Park,33.81136,-84.42529999999998
120530819,2012-02-21,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood,33.80965,-84.39144
120531897,2012-02-22,2405 FAIRBURN RD SW       ,LARCENY-FROM VEHICLE,None,33.68873,-84.51165999999998
120542494,2012-02-23,2221 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.815090000000005,-84.39149
120541350,2012-02-18,2044 BROOKWOOD VALLEY CIR NE,AUTO THEFT,Brookwood Hills,33.80992,-84.38937
120542254,2012-02-23,3136 MARTIN L KING JR DR SW,ROBBERY-PEDESTRIAN,Stratford,33.75107,-84.48903
120553071,2012-02-24,3378 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68387,-84.50203999999998
120552770,2012-02-24,3582 STONE RD SW,AGG ASSAULT,None,33.70106,-84.53062
120551260,2012-02-24,CAMPBELLTON RD SW / BARGE RD SW,ROBBERY-PEDESTRIAN,None,33.6899,-84.50584
120551488,2012-02-24,136 PEACHTREE MEMORIAL DR NW,LARCENY-FROM VEHICLE,None,33.81738,-84.39390999999998
120561916,2012-02-25,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
120570583,2012-02-25,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68387,-84.50203999999998
120581771,2012-02-27,396 BROWNLEE RD SW,LARCENY-NON VEHICLE,None,33.745979999999996,-84.49705
120581942,2012-02-25,32 ARLINGTON DR NW,LARCENY-FROM VEHICLE,None,33.75678,-84.49325
120580857,2012-02-24,BARGE RD/CAMPBELLTON RD SW,AGG ASSAULT,None,33.70106,-84.53062
120590918,2012-02-28,396 BROWNLEE RD SW,BURGLARY-RESIDENCE,None,33.746,-84.49750999999998
120591505,2012-02-28,2255 PEACHTREE RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81563,-84.39092999999998
120592196,2012-02-28,1660 STANTON RD SW,BURGLARY-RESIDENCE,None,33.70988,-84.44360999999998
120602358,2012-02-29,294 BROWNLEE RD SW,LARCENY-NON VEHICLE,None,33.74943,-84.49637
120611391,2012-03-01,3040 DELMAR LN SW,BURGLARY-RESIDENCE,Stratford,33.75527,-84.48577
120612908,2012-02-27,415 ARMOUR DRIVE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
120611335,2012-02-28,3047 MIDDLETON RD SW,LARCENY-NON VEHICLE,Stratford,33.75293,-84.48962
120621347,2012-03-02,3540 N CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,None,33.67051,-84.50298999999998
120621127,2012-03-02,3221 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75284,-84.49255999999998
120631929,2012-03-03,2555 BOLTON RD NW,LARCENY-NON VEHICLE,None,33.82028,-84.45188
120631087,2012-03-02,3006 DELMAR LN NW,LARCENY-FROM VEHICLE,Stratford,33.75524,-84.48542999999998
120631204,2012-03-01,40 PEACHTREE VALLEY RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81135,-84.39031999999997
120650911,2012-03-02,2055 NISKEY LAKE RD SW,BURGLARY-RESIDENCE,None,33.69834,-84.52872999999998
120650172,2012-03-05,1672 STANTON RD SW,LARCENY-NON VEHICLE,None,33.709309999999995,-84.44347999999998
120661476,2012-03-06,2567 BOLTON RD NW,LARCENY-NON VEHICLE,None,33.820409999999995,-84.45068
120662119,2012-03-06,2842 DEFOORS FERRY RD NW ,LARCENY-FROM VEHICLE,Westover Plantation,33.82031,-84.44830999999998
120662720,2012-03-06,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
120660833,2012-03-06,3102 MARTIN L KING JR DR SW,ROBBERY-PEDESTRIAN,Stratford,33.75103,-84.48831
120682214,2012-03-08,500 10TH ST NE,LARCENY-NON VEHICLE,None,33.781859999999995,-84.37299999999998
120680796,2012-03-07,3378 GREENBRIAR PKWY SW,LARCENY-NON VEHICLE,None,33.682990000000004,-84.50128999999998
120681459,2012-03-06,3381 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68403,-84.50216
120691184,2012-03-09,2788 DEFOORS FERRY RD NW,BURGLARY-RESIDENCE,Westover Plantation,33.82114,-84.44713
120691656,2012-02-26,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
120692613,2012-03-09,3144 REEVES CIR NW,BURGLARY-RESIDENCE,None,33.75443,-84.48963
120690755,2012-03-09,3100 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,None,33.84041,-84.40950999999998
120701006,2012-03-06,1968 PEACHTREE RD NW ,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
120700527,2012-03-10,725 PONCE DE LEON AVE NE ,AUTO THEFT,None,33.7736,-84.36371
120712221,2012-03-11,1741 STANTON RD SW,ROBBERY-PEDESTRIAN,None,33.707679999999996,-84.444
120711446,2012-03-10,136 PEACHTREE MEMORIAL DR NW,LARCENY-FROM VEHICLE,None,33.81738,-84.39390999999998
120721020,2012-03-08,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
120722313,2012-03-11,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120722159,2012-03-12,2788 DEFOORS FERRY RD,LARCENY-NON VEHICLE,Westover Plantation,33.82114,-84.44713
120721822,2012-03-12,54 PEACHTREE PARK DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81296,-84.39082999999998
120720402,2012-03-11,415 ARMOUR DR NE,AUTO THEFT,Mayfair,33.812670000000004,-84.37411999999998
120720609,2012-03-11,415 ARMOUR DR NE,AUTO THEFT,Mayfair,33.812670000000004,-84.37411999999998
120732004,2012-03-13,1870 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,None,33.70939,-84.44964
120730171,2012-03-13,2284 PEACHTREE RD NW,BURGLARY-NONRES,Brookwood Hills,33.81664,-84.39010999999998
120731258,2012-03-08,3006 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75524,-84.48542999999998
120732117,2012-03-13,330 BROWNLEE RD SW,ROBBERY-RESIDENCE,None,33.74716,-84.49741
120730161,2012-03-12,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
120730433,2012-03-12,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
120731064,2012-03-13,2405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
120732238,2012-03-13,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120742345,2012-03-14,1345 PIEDMONT AVE NE,LARCENY-FROM VEHICLE,None,33.785779999999995,-84.37429
120742531,2012-03-14,1680 RALPH D ABERNATHY BLVD SW,BURGLARY-NONRES,Westview,33.74787,-84.44242
120751000,2012-03-15,3951 STONE RD SW,LARCENY-NON VEHICLE,None,33.68674,-84.51300999999998
120752127,2012-03-14,2405 FAIRBURN RD SW,LARCENY-NON VEHICLE,None,33.6889,-84.51290999999998
120752685,2012-03-15,2277 PEACHTREE RD NE;,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
120762395,2012-03-15,396 BROWNLEE RD SW,LARCENY-NON VEHICLE,None,33.746,-84.49750999999998
120771118,2012-03-17,4511 CAMPBELLTON RD SW,AUTO THEFT,None,33.69625,-84.53566999999998
120772564,2012-03-17,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
120781591,2012-03-17,2200 PEACHTREE RD NW,LARCENY-FROM VEHICLE,None,33.81451,-84.39248999999998
120780672,2012-03-18,2285 PEACHTREE RD NE,BURGLARY-NONRES,None,33.81637,-84.38953999999998
120781835,2012-03-18,3116 ROBERTA DR NW,BURGLARY-RESIDENCE,None,33.84008,-84.42270999999998
120792265,2012-03-19,3020 DELMAR LN NW,AGG ASSAULT,Stratford,33.75527,-84.48577
120792406,2012-03-18,294 BROWNLEE RD SW,AGG ASSAULT,None,33.74943,-84.49637
120791882,2012-03-18,1844 COUNTY LINE RD SW,AUTO THEFT,None,33.703959999999995,-84.53628999999998
120791375,2012-03-19,2204 PEACHTREE RD NW,ROBBERY-COMMERCIAL,Brookwood Hills,33.8145,-84.39205
120791182,2012-03-19,990 MONROE DR NE,LARCENY-FROM VEHICLE,None,33.78184,-84.36875999999998
120800806,2012-03-19,1891 JOHNSON,LARCENY-NON VEHICLE,None,33.80431,-84.33838
120801088,2012-03-20,396 BROWNLEE RD SW,ROBBERY-RESIDENCE,None,33.746,-84.49750999999998
120812733,2012-03-21,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
120812797,2012-03-21,294 BROWNLEE RD SW,AGG ASSAULT,None,33.74943,-84.49637
120812162,2012-03-21,3750 CAMPBELLTON RD SW,AGG ASSAULT,None,33.6903,-84.51113999999998
120811048,2012-03-20,43 ALLEN TEMPLE CT NW,LARCENY-NON VEHICLE,None,33.754259999999995,-84.49101999999998
120822156,2012-03-15,2405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
120820942,2012-03-21,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.6692,-84.50264
120822153,2012-03-22,3758 HEMPSTEAD WAY SW,BURGLARY-RESIDENCE,None,33.680859999999996,-84.51017
120830838,2012-03-22,2255 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81563,-84.39092999999998
120840863,2012-03-24,3086 MIDDLETON RD NW,ROBBERY-RESIDENCE,Stratford,33.7526,-84.48985999999998
120840095,2012-03-23,99 PEACHTREE MEMORIAL DR NW,BURGLARY-RESIDENCE,None,33.81727,-84.39302999999998
120851131,2012-03-23,1968 PEACHTREE RD NW,AUTO THEFT,Brookwood Hills,33.80901,-84.39341999999998
120860898,2012-03-26,3298 CUSHMAN CIR SW,LARCENY-NON VEHICLE,None,33.75057,-84.49416999999998
120860462,2012-03-25,1968 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.80901,-84.39341999999998
120861177,2012-03-26,2025 PEACHTREE RD NE,AUTO THEFT,Brookwood,33.80965,-84.39144
120861404,2012-03-26,1925 NISKEY LAKE RD SW @APS BUNCHE MS,AGG ASSAULT,None,33.70106,-84.53062
120870860,2012-03-23,900 LOIS ST NW,LARCENY-NON VEHICLE,None,33.781890000000004,-84.43597
120872142,2012-03-27,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120872569,2012-03-27,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.781859999999995,-84.37299999999998
120881892,2012-03-26,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120881312,2012-03-19,2020 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
120880482,2012-03-27,3381 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68403,-84.50216
120880642,2012-03-22,1643 RALPH D ABERNATHY BLVD SW,BURGLARY-NONRES,Westview,33.74689,-84.44094
120891158,2012-03-28,2025 PEACHTREE RD NE,AUTO THEFT,Brookwood Hills,33.80958,-84.39293999999998
